Administradora,Anno,Departamento,Conteo de Administradoras,Conteo de Prestadores,Costo Procedimiento,Neto A Pagar - Consulta,Número de Atenciones,Número Personas Atendidas,Valor Consulta,Valor Cuota Moderadora - Consulta
EPS039 - GOLDEN GROUP,2014,73 - Tolima,1,2,274.922,,12,2,,
EPS037 - NUEVA EPS,2014,73 - Tolima,1,11,,4.041.282,388,199,4.058.182,16.900
EPS033 - SALUDVIDA,2014,73 - Tolima,1,6,,387.740,15,14,387.740,
EPS020 - CAPRECOM,2014,73 - Tolima,1,70,5.309.829,16.604.389,1.058,273,16.626.069,21.680
EPS018 - SOS,2014,73 - Tolima,1,1,,23.000,1,1,23.000,
EPS017 - FAMISANAR,2014,73 - Tolima,1,22,3.256.499,1.648.572,160,51,1.804.172,155.600
EPS016 - COOMEVA,2014,73 - Tolima,1,17,,2.076.315,95,43,2.493.195,403.300
EPS013 - SALUDCOOP,2014,73 - Tolima,1,61,11.517.021,20.981.443,2.724,548,19.480.333,7.190.300
EPS008 - COMPENSAR,2014,73 - Tolima,1,1,,141.002,1,1,141.002,
EPS005 - SANITAS,2014,73 - Tolima,1,3,,74.351,27,12,74.351,
EPS003 - CAFESALUD,2014,73 - Tolima,1,31,2.281.694,3.574.256,818,175,3.080.717,2.024.300
EPS002 - SALUD TOTAL,2014,73 - Tolima,1,24,11.346.020,8.310.503,1.445,298,8.349.703,39.200
EMP017 - EMP COLMENA S.A,2014,73 - Tolima,1,6,,312.100,41,7,312.100,
EMP002 - EMP CAFESALUD,2014,73 - Tolima,1,2,47.515,24.850,2,2,46.050,21.200
EAS016 - EPM,2014,73 - Tolima,1,1,,50.000,1,1,50.000,
RES008 - UNISALUD,2014,76 - Valle del Cauca,1,4,612.672,359.344,28,11,359.344,
RES007 - UVALLE,2014,76 - Valle del Cauca,1,7,765.448,5.529.038,154,67,5.529.038,
RES002 - ECOPETROL,2014,76 - Valle del Cauca,1,5,950.417,3.053.276,69,14,3.053.276,
ESS118 - EMSSANAR E.S.S.,2014,76 - Valle del Cauca,1,77,43.373.860,207.444.292,8.503,1.362,207.598.572,154.280
ESS076 - AMBUQ,2014,76 - Valle del Cauca,1,16,350.000,9.492.065,374,170,9.514.857,
ESS062 - ASMET SALUD,2014,76 - Valle del Cauca,1,29,297.430,7.572.763,234,130,7.572.763,
ESS024 - COOSALUD E.S.S.,2014,76 - Valle del Cauca,1,33,2.372.832,37.797.501,706,241,37.817.040,19.539
EPST01 - SAVIA SALUD EPS,2014,76 - Valle del Cauca,1,1,,284.000,2,1,284.000,
EPSS34 - CAPITAL SALUD,2014,76 - Valle del Cauca,1,1,,29.200,1,1,29.200,
EPSS03 - CAFESALUD,2014,76 - Valle del Cauca,1,4,244.400,12.510,61,4,,
EPSI05 - MALLAMAS,2014,76 - Valle del Cauca,1,5,,304.225,8,4,304.225,
EPSI03 -  AIC-EPSI-I,2014,76 - Valle del Cauca,1,6,154.900,915.675,26,17,915.675,
EPS037 - NUEVA EPS,2014,76 - Valle del Cauca,1,30,38.000,32.616.133,2.757,1.350,32.857.024,240.891
EPS023 - CRUZ BLANCA,2014,76 - Valle del Cauca,1,14,4.026.110,7.843.857,1.352,243,6.775.652,2.786.600
EPS020 - CAPRECOM,2014,76 - Valle del Cauca,1,77,10.888.206,30.322.018,1.793,359,29.914.718,17.500
EPS018 - SOS,2014,76 - Valle del Cauca,1,60,17.926.127,33.810.180,977,344,36.811.199,3.725.100
EPS016 - COOMEVA,2014,76 - Valle del Cauca,1,113,20.414.424,49.005.954,2.088,907,53.921.316,5.622.591
EPS013 - SALUDCOOP,2014,76 - Valle del Cauca,1,82,6.161.884,37.078.033,4.015,792,36.590.097,11.527.900
EPS012 - COMFENALCO VALLE,2014,76 - Valle del Cauca,1,20,,86.896.550,852,465,85.624.750,1.980.000
EPS010 - EPS SURA,2014,76 - Valle del Cauca,1,43,38.296.171,31.391.317,1.534,279,14.728.643,1.768.800
EPS005 - SANITAS,2014,76 - Valle del Cauca,1,4,,42.583,18,10,323.034,38.400
EPS003 - CAFESALUD,2014,76 - Valle del Cauca,1,24,372.977,2.369.047,317,89,2.275.285,1.207.100
EPS002 - SALUD TOTAL,2014,76 - Valle del Cauca,1,25,8.241.294,4.003.255,897,331,4.005.655,2.400
EPS001 - ALIANSALUD,2014,76 - Valle del Cauca,1,6,,278.785,405,53,281.185,74.900
EMP029 - COLPATRIA MEDICINA PREPAGADA S.A.,2014,76 - Valle del Cauca,1,4,,,10,7,,
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2014,76 - Valle del Cauca,1,5,611.600,,26,7,119.952,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2014,76 - Valle del Cauca,1,1,,,1,1,79.060,
EMP021 - EMP SUSALUD SA,2014,76 - Valle del Cauca,1,1,,,3,1,,
EMP017 - EMP COLMENA S.A,2014,76 - Valle del Cauca,1,15,,3.012.980,247,45,3.008.200,
EMP002 - EMP CAFESALUD,2014,76 - Valle del Cauca,1,1,,25.350,1,1,46.050,20.700
EAS027 - FERROCARRILES NALES,2014,76 - Valle del Cauca,1,11,,,88,54,,
76000 - DIRECCION DEPARTAMENTAL DE SALUD DE VALL,2014,76 - Valle del Cauca,1,4,,311.200,14,6,311.200,
66000 - DIRECCION DEPARTAMENTAL DE SALUD DE RISA,2014,76 - Valle del Cauca,1,1,,136.000,4,3,136.000,
14-4 - COLPATRIA,2014,76 - Valle del Cauca,1,1,,,1,1,,
14-11 - SURAMERICANA DE SEGUROS DE VIDA S.A.,2014,76 - Valle del Cauca,1,1,,388.050,9,6,478.850,121.000
13-17 - ASEG COMPAÑÍA MUNDIAL DE SEGUROS S.A.,2014,76 - Valle del Cauca,1,1,,37.600,2,1,42.400,4.800
0 - NO DEFINIDO,2014,76 - Valle del Cauca,1,5,,115.648,14,8,115.648,
ESS133 - COMPARTA,2014,81 - Arauca,1,16,272.900,6.014.633,201,64,6.014.633,
EPSS33 - SALUDVIDA,2014,81 - Arauca,1,3,,788.940,20,9,788.940,
EPSI01 - DUSAKAWI E.P.S.I.,2014,81 - Arauca,1,8,226.190,331.700,34,14,331.700,
EPS037 - NUEVA EPS,2014,81 - Arauca,1,1,,172.480,7,5,172.480,
EPS033 - SALUDVIDA,2014,81 - Arauca,1,1,,177.200,4,4,177.200,
EPS020 - CAPRECOM,2014,81 - Arauca,1,33,5.075.737,5.037.987,373,57,5.037.987,
EPS013 - SALUDCOOP,2014,81 - Arauca,1,17,2.384.243,755.498,135,36,702.968,359.200
81000 - DIRECCION DEPARTAMENTAL DE SALUD DE ARAU,2014,81 - Arauca,1,1,,430.300,11,4,433.300,3.000
0 - NO DEFINIDO,2014,81 - Arauca,1,1,,65.000,2,1,65.000,
EPS037 - NUEVA EPS,2014,85 - Casanare,1,2,,305.917,15,7,327.417,38.300
EPS023 - CRUZ BLANCA,2014,85 - Casanare,1,2,30.620,25.020,6,2,25.020,19.000
EPS020 - CAPRECOM,2014,85 - Casanare,1,26,12.196.897,5.153.604,638,74,5.157.124,3.520
EPS016 - COOMEVA,2014,85 - Casanare,1,1,,26.000,1,1,35.500,9.500
EPS013 - SALUDCOOP,2014,85 - Casanare,1,32,1.257.608,3.748.518,486,134,3.590.928,1.376.300
EPS005 - SANITAS,2014,85 - Casanare,1,1,,,10,4,,
EMP017 - EMP COLMENA S.A,2014,85 - Casanare,1,2,,103.500,3,2,97.600,
ESS118 - EMSSANAR E.S.S.,2014,86 - Putumayo,1,41,9.572.589,43.237.964,1.736,385,43.237.964,
EPSI05 - MALLAMAS,2014,86 - Putumayo,1,12,928.700,2.416.340,98,47,2.416.340,
EPSI03 -  AIC-EPSI-I,2014,86 - Putumayo,1,8,910.000,789.900,33,28,789.900,
EPS037 - NUEVA EPS,2014,86 - Putumayo,1,2,,61.299,4,3,61.299,
EPS020 - CAPRECOM,2014,86 - Putumayo,1,29,5.541.097,3.928.623,370,102,3.928.623,
EPS016 - COOMEVA,2014,86 - Putumayo,1,3,326.000,66.300,9,3,66.300,
EPS013 - SALUDCOOP,2014,86 - Putumayo,1,25,277.155,2.974.237,352,81,2.710.427,942.600
86000 - DIRECCION DEPARTAMENTAL DE SALUD DE PUTU,2014,86 - Putumayo,1,3,,130.200,5,4,130.200,
ESS207 - MUTUAL SER,2014,"88 - Archipiélago de San Andrés, Providencia y Santa Catalina",1,1,,13.300,1,1,13.300,
ESS133 - COMPARTA,2014,"88 - Archipiélago de San Andrés, Providencia y Santa Catalina",1,1,,45.280,2,1,45.280,
EPS020 - CAPRECOM,2014,"88 - Archipiélago de San Andrés, Providencia y Santa Catalina",1,7,564.860,782.400,61,10,782.400,
EPS005 - SANITAS,2014,"88 - Archipiélago de San Andrés, Providencia y Santa Catalina",1,1,,,89,22,,
EPSI05 - MALLAMAS,2014,91 - Amazonas,1,2,,875.600,20,9,875.600,
EPS037 - NUEVA EPS,2014,91 - Amazonas,1,1,,28.400,1,1,28.400,
EPS023 - CRUZ BLANCA,2014,91 - Amazonas,1,1,95.730,,1,1,,
EPS020 - CAPRECOM,2014,91 - Amazonas,1,9,746.500,665.100,100,29,665.100,
EPS013 - SALUDCOOP,2014,91 - Amazonas,1,9,,706.662,90,19,671.642,206.000
EPS008 - COMPENSAR,2014,91 - Amazonas,1,1,,19.083,1,1,28.583,9.500
EPS005 - SANITAS,2014,91 - Amazonas,1,1,,,4,3,,16.700
EPSI05 - MALLAMAS,2014,94 - Guainía,1,2,,107.100,3,3,107.100,
EPS020 - CAPRECOM,2014,94 - Guainía,1,2,,290.200,13,11,290.200,
EPS013 - SALUDCOOP,2014,94 - Guainía,1,4,,91.510,4,2,91.510,9.600
EPS037 - NUEVA EPS,2014,95 - Guaviare,1,2,,62.671,2,2,72.171,9.500
EPS020 - CAPRECOM,2014,95 - Guaviare,1,13,2.699.414,2.235.250,316,78,2.235.250,
EPS013 - SALUDCOOP,2014,95 - Guaviare,1,12,398.455,501.564,85,16,484.054,169.800
EPSI05 - MALLAMAS,2014,97 - Vaupés,1,1,,61.600,2,1,61.600,
EPS020 - CAPRECOM,2014,97 - Vaupés,1,2,367.300,736.400,86,15,736.400,
EPS013 - SALUDCOOP,2014,97 - Vaupés,1,3,36.400,50.040,6,3,50.040,23.800
ESS062 - ASMET SALUD,2014,99 - Vichada,1,1,,61.500,2,1,61.500,
EPS037 - NUEVA EPS,2014,99 - Vichada,1,1,,33.000,1,1,33.000,
EPS020 - CAPRECOM,2014,99 - Vichada,1,7,326.100,372.400,30,8,378.800,6.400
EPS013 - SALUDCOOP,2014,99 - Vichada,1,2,75.310,25.020,9,2,25.020,4.800
CCF024 - COMFAMILIAR HUILA,2014,99 - Vichada,1,3,,608.700,19,16,608.700,
99000 - SECRETARIA SECCIONAL DE SALUD DEL VICHAD,2014,99 - Vichada,1,1,,30.800,1,1,30.800,
RES008 - UNISALUD,2015,05 - Antioquia,1,7,,1.628.669,30,17,1.594.169,34.500
RES002 - ECOPETROL,2015,05 - Antioquia,1,13,,4.143.890,41,28,4.143.890,
MIN001 - FONDO DE SOLIDARIDAD Y GARANTIA,2015,05 - Antioquia,1,2,,111.600,3,2,111.600,
ESS207 - MUTUAL SER,2015,05 - Antioquia,1,4,117.725,68.100,4,4,68.100,
ESS091 -  ECOOPSOS,2015,05 - Antioquia,1,25,9.554.880,2.683.657,281,49,2.694.037,10.380
ESS062 - ASMET SALUD,2015,05 - Antioquia,1,9,317.900,513.090,38,11,501.290,
ESS024 - COOSALUD E.S.S.,2015,05 - Antioquia,1,51,9.639.059,11.187.285,889,299,11.271.325,115.840
ESS002 - EMDISALUD,2015,05 - Antioquia,1,15,2.647.500,3.516.292,184,77,3.519.640,3.348
EPST01 - SAVIA SALUD EPS,2015,05 - Antioquia,1,142,29.460.437,173.765.719,4.109,2.111,173.834.579,4.071.700
EPSS40 - Alianza Medellin -savia Salud,2015,05 - Antioquia,1,118,50.554.194,926.497.762,9.977,2.068,926.603.874,12.017.693
EPSS34 - CAPITAL SALUD,2015,05 - Antioquia,1,1,,25.700,1,1,25.700,
EPS037 - NUEVA EPS,2015,05 - Antioquia,1,13,,822.178,54,50,849.578,52.400
EPS023 - CRUZ BLANCA,2015,05 - Antioquia,1,18,48.259.724,13.231.794,4.076,524,13.180.032,4.075.700
EPS020 - CAPRECOM,2015,05 - Antioquia,1,51,7.279.928,15.520.453,674,218,15.635.436,114.983
EPS018 - SOS,2015,05 - Antioquia,1,3,,2.243.824,30,15,2.243.824,
EPS017 - FAMISANAR,2015,05 - Antioquia,1,3,1.480.244,2.127.455,121,8,2.183.682,56.227
EPS016 - COOMEVA,2015,05 - Antioquia,1,152,52.282.055,43.247.445,5.732,1.525,53.182.152,9.344.198
EPS013 - SALUDCOOP,2015,05 - Antioquia,1,67,62.478.975,38.418.464,8.173,1.321,38.478.627,13.541.500
EPS012 - COMFENALCO VALLE,2015,05 - Antioquia,1,2,,133.800,3,2,133.800,
EPS010 - EPS SURA,2015,05 - Antioquia,1,218,1.157.026.535,462.085.745,63.573,4.948,366.244.535,42.581.032
EPS005 - SANITAS,2015,05 - Antioquia,1,7,45.900,16.410.968,168,110,16.449.073,29.805
EPS003 - CAFESALUD,2015,05 - Antioquia,1,49,10.599.569,24.957.557,2.639,601,26.346.036,4.429.500
EPS002 - SALUD TOTAL,2015,05 - Antioquia,1,55,26.433.063,6.892.828,1.325,421,7.027.128,134.300
EMP029 - COLPATRIA MEDICINA PREPAGADA S.A.,2015,05 - Antioquia,1,10,,,17,12,,
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2015,05 - Antioquia,1,1,25.360,,2,1,,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2015,05 - Antioquia,1,2,,75.524,26,19,1.215.614,
EMP017 - EMP COLMENA S.A,2015,05 - Antioquia,1,22,,2.667.700,105,31,2.465.106,
EMP015 - EMP MEDISANITAS S. A.,2015,05 - Antioquia,1,1,,,9,7,305.110,
EMP002 - EMP CAFESALUD,2015,05 - Antioquia,1,2,,764.450,35,16,1.289.550,525.100
EAS027 - FERROCARRILES NALES,2015,05 - Antioquia,1,3,,,20,11,,
EAS016 - EPM,2015,05 - Antioquia,1,6,,2.558.900,44,29,2.558.900,
14-30 - MAPFRE,2015,05 - Antioquia,1,1,,98.000,1,1,98.000,
13-6 - SEGUROS COLPATRIA S.A.,2015,05 - Antioquia,1,1,,,1,1,,
05686 - DIRECCION MUNICIPAL DE SALUD DE SANTA.RO,2015,05 - Antioquia,1,1,,15.900,1,1,22.700,6.800
05615 - DIRECCION MUNICIPAL DE SALUD DE RIONEGRO,2015,05 - Antioquia,1,1,,40.000,1,1,40.000,
05360 - DIRECCION MUNICIPAL DE SALUD DE ITAGUI,2015,05 - Antioquia,1,1,,192.420,12,10,260.400,67.980
05308 - DIRECCION MUNICIPAL DE SALUD DE GIRARDOT,2015,05 - Antioquia,1,1,28.100,49.020,4,1,51.600,2.580
05266 - DIRECCION LOCAL DE SALUD DE ENVIGADO,2015,05 - Antioquia,1,3,,3.524.079,113,40,3.924.129,400.135
05148 - DIRECCION MUNICIPAL DE SALUD DE CARMEN D,2015,05 - Antioquia,1,1,,20.000,2,1,20.000,
05129 - DIRECCION MUNICIPAL DE SALUD DE CALDAS,2015,05 - Antioquia,1,1,,172.000,10,2,246.000,74.000
05088 - DIRECCION LOCAL DE SALUD BELLO ANTIOQUIA,2015,05 - Antioquia,1,1,,38.100,1,1,38.100,
05001 - SECRETARIA MUNICIPAL DE MEDELLIN,2015,05 - Antioquia,1,1,321.480,593.790,46,24,608.805,15.015
05000 - DIRECCION SECCIONAL DE SALUD  DE ANTIOQU,2015,05 - Antioquia,1,7,39.774.228,2.085.480,154,39,2.200.920,115.441
0 - NO DEFINIDO,2015,05 - Antioquia,1,1,,17.514,1,1,18.706,1.192
RES002 - ECOPETROL,2015,08 - Atlántico,1,5,327.696,1.636.424,13,7,1.636.424,
MIN001 - FONDO DE SOLIDARIDAD Y GARANTIA,2015,08 - Atlántico,1,1,33.000,,1,1,,
ESS207 - MUTUAL SER,2015,08 - Atlántico,1,29,8.777.155,22.241.492,945,338,22.221.363,
ESS133 - COMPARTA,2015,08 - Atlántico,1,12,585.279,18.403.160,623,173,19.147.446,
ESS076 - AMBUQ,2015,08 - Atlántico,1,27,7.455.839,38.901.989,1.006,378,38.901.989,
ESS024 - COOSALUD E.S.S.,2015,08 - Atlántico,1,19,1.511.860,3.573.520,133,84,3.573.520,
EPSS33 - SALUDVIDA,2015,08 - Atlántico,1,9,1.518.689,1.698.994,200,63,1.698.994,
EPS037 - NUEVA EPS,2015,08 - Atlántico,1,3,,48.169,4,3,60.169,12.000
EPS033 - SALUDVIDA,2015,08 - Atlántico,1,7,1.396.604,760.231,122,36,760.231,
EPS020 - CAPRECOM,2015,08 - Atlántico,1,23,1.045.535,5.691.453,307,128,5.661.653,
EPS017 - FAMISANAR,2015,08 - Atlántico,1,11,4.633.340,2.867.106,413,45,3.082.006,214.900
EPS016 - COOMEVA,2015,08 - Atlántico,1,47,52.678.301,12.084.693,2.649,423,13.375.253,1.347.500
EPS013 - SALUDCOOP,2015,08 - Atlántico,1,24,6.010.232,6.880.891,1.310,232,6.673.694,1.990.700
EPS010 - EPS SURA,2015,08 - Atlántico,1,34,30.648.277,11.775.640,2.017,205,12.030.913,1.912.400
EPS005 - SANITAS,2015,08 - Atlántico,1,4,,,64,49,,
EPS003 - CAFESALUD,2015,08 - Atlántico,1,10,396.650,761.759,107,34,524.775,201.400
EPS002 - SALUD TOTAL,2015,08 - Atlántico,1,25,34.885.696,73.696.468,7.914,588,73.698.968,2.500
EPS001 - ALIANSALUD,2015,08 - Atlántico,1,7,,989.840,43,16,981.640,27.400
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2015,08 - Atlántico,1,3,1.293.912,55.000,218,14,55.000,
EMP017 - EMP COLMENA S.A,2015,08 - Atlántico,1,20,,7.077.200,306,108,7.043.300,
EAS027 - FERROCARRILES NALES,2015,08 - Atlántico,1,3,,,68,52,,
CCF015 - COMFACOR,2015,08 - Atlántico,1,11,,1.280.242,61,42,1.254.442,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2015,08 - Atlántico,1,1,,75.000,1,1,75.000,
RES009 - UCAUCA,2015,-1 - NO DEFINIDO,1,1,,220.800,10,8,225.800,5.000
RES008 - UNISALUD,2015,-1 - NO DEFINIDO,1,14,1.149.160,1.170.190,99,28,1.229.390,59.200
ESS062 - ASMET SALUD,2015,-1 - NO DEFINIDO,1,80,3.431.931,8.124.817,312,267,8.124.817,
EPSS34 - CAPITAL SALUD,2015,-1 - NO DEFINIDO,1,17,,11.660.850,837,588,5.115.850,
EPSS33 - SALUDVIDA,2015,-1 - NO DEFINIDO,1,1,,400.000,10,8,400.000,
EPSI04 - ANASWAYUU,2015,-1 - NO DEFINIDO,1,1,,128.800,4,2,128.800,
EPS037 - NUEVA EPS,2015,-1 - NO DEFINIDO,1,4,,79.160,5,5,81.660,2.500
EPS033 - SALUDVIDA,2015,-1 - NO DEFINIDO,1,3,,804.200,17,16,804.200,
EPS022 - CONVIDA,2015,-1 - NO DEFINIDO,1,1,,,1,1,,
EPS020 - CAPRECOM,2015,-1 - NO DEFINIDO,1,20,,5.405.224,311,222,5.540.324,135.100
EPS018 - SOS,2015,-1 - NO DEFINIDO,1,6,,570.690,14,11,598.527,27.837
EPS017 - FAMISANAR,2015,-1 - NO DEFINIDO,1,12,542.475,614.478,38,18,621.678,7.200
EPS008 - COMPENSAR,2015,-1 - NO DEFINIDO,1,9,2.478.833,2.979.421,93,39,3.131.121,151.700
EPS003 - CAFESALUD,2015,-1 - NO DEFINIDO,1,3,,52.510,5,2,24.935,5.000
EPS001 - ALIANSALUD,2015,-1 - NO DEFINIDO,1,1,,36.050,1,1,36.050,
EMP029 - COLPATRIA MEDICINA PREPAGADA S.A.,2015,-1 - NO DEFINIDO,1,3,,,3,2,,
EMP002 - EMP CAFESALUD,2015,-1 - NO DEFINIDO,1,1,,27.400,1,1,45.100,17.700
CCF053 - COMFACUNDI,2015,-1 - NO DEFINIDO,1,1,,8.755,1,1,8.755,
CCF049 - COMFAORIENTE,2015,-1 - NO DEFINIDO,1,1,,51.600,2,1,51.600,
CCF024 - COMFAMILIAR HUILA,2015,-1 - NO DEFINIDO,1,1,4.083.101,,444,125,,
81000 - DIRECCION DEPARTAMENTAL DE SALUD DE ARAU,2015,-1 - NO DEFINIDO,1,1,,92.800,2,1,92.800,
63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN,2015,-1 - NO DEFINIDO,1,2,,90.100,3,2,90.100,
17000 - DIRECCION DEPARTAMENTAL DE SALUD DE CALD,2015,-1 - NO DEFINIDO,1,2,47.432,272.100,5,5,272.100,
14-28 - SURAMERICANA,2015,-1 - NO DEFINIDO,1,1,,86.520,2,1,86.520,
14-1 - COLSEGUROS,2015,-1 - NO DEFINIDO,1,23,5.864.606,3.994.618,164,55,5.727.230,1.732.612
13-1 - COLSEGUROS S. A.,2015,-1 - NO DEFINIDO,1,1,,37.200,1,1,37.200,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2015,-1 - NO DEFINIDO,1,26,3.298.800,5.369.916,213,140,6.298.090,928.174
0 - NO DEFINIDO,2015,-1 - NO DEFINIDO,1,1,,37.200,1,1,37.200,
SAP026 - EMERMEDICA S.A. SERVICIO DE AMBULANCIA P,2015,"11 - Bogotá, D.C.",1,1,,,1,1,,
RES008 - UNISALUD,2015,"11 - Bogotá, D.C.",1,23,8.883.499,11.286.826,809,129,11.565.726,278.900
RES002 - ECOPETROL,2015,"11 - Bogotá, D.C.",1,40,,10.001.357,243,101,10.028.677,
ESS207 - MUTUAL SER,2015,"11 - Bogotá, D.C.",1,1,34.200,,3,1,,
ESS133 - COMPARTA,2015,"11 - Bogotá, D.C.",1,11,,866.429,34,11,936.789,3.400
ESS091 -  ECOOPSOS,2015,"11 - Bogotá, D.C.",1,1,,,1,1,,
ESS062 - ASMET SALUD,2015,"11 - Bogotá, D.C.",1,5,55.566,572.000,19,6,572.000,
ESS002 - EMDISALUD,2015,"11 - Bogotá, D.C.",1,2,395.900,134.000,7,1,134.000,
EPSS34 - CAPITAL SALUD,2015,"11 - Bogotá, D.C.",1,23,,16.306.005,1.555,805,12.488.445,7.440
EPSS33 - SALUDVIDA,2015,"11 - Bogotá, D.C.",1,5,,136.500,9,7,136.500,
EPSS03 - CAFESALUD,2015,"11 - Bogotá, D.C.",1,3,505.637,37.530,29,6,,7.500
EPS037 - NUEVA EPS,2015,"11 - Bogotá, D.C.",1,22,616.740,13.766.229,413,297,13.862.729,81.500
EPS033 - SALUDVIDA,2015,"11 - Bogotá, D.C.",1,6,,57.400,8,7,57.400,
EPS023 - CRUZ BLANCA,2015,"11 - Bogotá, D.C.",1,54,79.487.817,30.879.126,7.851,1.373,30.135.810,9.648.600
EPS020 - CAPRECOM,2015,"11 - Bogotá, D.C.",1,27,7.704.249,12.342.805,526,335,12.621.997,279.192
EPS018 - SOS,2015,"11 - Bogotá, D.C.",1,1,,934.656,37,11,1.012.504,77.848
EPS017 - FAMISANAR,2015,"11 - Bogotá, D.C.",1,173,275.342.436,945.002.030,25.240,5.429,999.854.687,54.852.657
EPS016 - COOMEVA,2015,"11 - Bogotá, D.C.",1,61,6.942.555,47.268.175,1.576,402,50.418.797,3.158.700
EPS013 - SALUDCOOP,2015,"11 - Bogotá, D.C.",1,81,339.369.019,54.503.239,20.219,3.051,51.904.502,19.684.700
EPS010 - EPS SURA,2015,"11 - Bogotá, D.C.",1,64,122.823.734,61.552.158,6.680,556,75.568.432,7.388.300
EPS008 - COMPENSAR,2015,"11 - Bogotá, D.C.",1,54,7.564.143,30.506.019,1.486,640,33.217.819,2.711.800
EPS005 - SANITAS,2015,"11 - Bogotá, D.C.",1,38,502.640,1.336.837,445,347,1.652.915,261.800
EPS003 - CAFESALUD,2015,"11 - Bogotá, D.C.",1,70,11.453.601,17.119.515,3.922,1.210,15.423.248,7.939.200
EPS002 - SALUD TOTAL,2015,"11 - Bogotá, D.C.",1,56,81.479.058,19.069.561,4.721,1.139,19.215.761,146.200
EPS001 - ALIANSALUD,2015,"11 - Bogotá, D.C.",1,29,2.820.310,47.771.250,2.952,688,48.909.450,3.792.440
EMP029 - COLPATRIA MEDICINA PREPAGADA S.A.,2015,"11 - Bogotá, D.C.",1,49,,,890,286,,
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2015,"11 - Bogotá, D.C.",1,4,405.445,,14,4,,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2015,"11 - Bogotá, D.C.",1,18,,7.581.100,268,147,13.189.150,3.002.300
EMP017 - EMP COLMENA S.A,2015,"11 - Bogotá, D.C.",1,132,,83.754.469,4.321,844,83.695.992,
EMP015 - EMP MEDISANITAS S. A.,2015,"11 - Bogotá, D.C.",1,5,151.090,1.073.250,73,36,2.443.430,1.079.700
EMP002 - EMP CAFESALUD,2015,"11 - Bogotá, D.C.",1,13,,11.687.910,440,179,18.635.710,6.947.800
EAS027 - FERROCARRILES NALES,2015,"11 - Bogotá, D.C.",1,6,,,68,30,,
CCF053 - COMFACUNDI,2015,"11 - Bogotá, D.C.",1,30,12.767.851,5.323.386,394,192,5.355.636,32.250
14-7 - BOLIVAR,2015,"11 - Bogotá, D.C.",1,1,,59.300,1,1,59.300,
14-4 - COLPATRIA,2015,"11 - Bogotá, D.C.",1,1,,,1,1,,
14-30 - MAPFRE,2015,"11 - Bogotá, D.C.",1,4,,542.500,12,6,626.500,84.000
14-16 - PAN AMERICAN DE COLOMBIA COMPAÑIA DE SEG,2015,"11 - Bogotá, D.C.",1,2,,,5,2,,
14-1 - COLSEGUROS,2015,"11 - Bogotá, D.C.",1,9,6.469.572,1.909.500,86,28,2.307.200,397.700
13-33 - LIBERTY SEGUROS S.A.,2015,"11 - Bogotá, D.C.",1,1,,170.837,3,3,170.837,
13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.,2015,"11 - Bogotá, D.C.",1,1,32.438,17.514,4,1,17.514,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2015,"11 - Bogotá, D.C.",1,35,,5.266.220,161,123,5.518.960,252.740
RES002 - ECOPETROL,2015,13 - Bolívar,1,15,2.048.386,4.175.253,53,38,4.175.253,
ESS207 - MUTUAL SER,2015,13 - Bolívar,1,66,19.629.061,65.687.904,2.225,506,65.687.904,
ESS133 - COMPARTA,2015,13 - Bolívar,1,10,193.104,9.185.061,208,56,10.004.941,
ESS076 - AMBUQ,2015,13 - Bolívar,1,37,4.831.465,16.022.457,542,200,16.022.457,
ESS024 - COOSALUD E.S.S.,2015,13 - Bolívar,1,16,168.392,2.139.042,97,79,2.139.042,
ESS002 - EMDISALUD,2015,13 - Bolívar,1,8,16.830,231.380,10,7,231.380,
EPSS33 - SALUDVIDA,2015,13 - Bolívar,1,9,,785.899,30,17,785.899,
EPS037 - NUEVA EPS,2015,13 - Bolívar,1,2,,953.250,78,75,953.250,
EPS033 - SALUDVIDA,2015,13 - Bolívar,1,8,13.200,8.666.300,116,22,8.738.900,72.600
EPS020 - CAPRECOM,2015,13 - Bolívar,1,13,28.030,2.488.421,70,53,2.488.421,
EPS017 - FAMISANAR,2015,13 - Bolívar,1,14,857.518,2.054.775,124,22,2.281.575,226.800
EPS016 - COOMEVA,2015,13 - Bolívar,1,29,2.351.850,6.404.246,353,156,7.634.922,1.236.700
EPS013 - SALUDCOOP,2015,13 - Bolívar,1,20,17.179.668,4.138.742,906,167,3.855.752,1.219.900
